,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills
974,"Research Scientist, Machine Learning and Intelligence",100000-119999,data_scientist,"['Natural Language Processing', 'AI', 'Data Mining', 'Machine Learning', 'Image Processing', 'C/C++', 'Python']",7
975,Machine Learning Scientist,100000-119999,data_scientist,"['TensorFlow', 'Machine Learning', 'Image Processing', 'Python', 'OOP', 'AWS']",6
976,Manager - Cognitive Data Scientist Natural Language Processi...,100000-119999,data_scientist,"['AI', 'Machine Learning', 'Natural Language Processing']",3
977,Manager - Cognitive Data Scientist Natural Language Processi...,100000-119999,data_scientist,"['AI', 'Machine Learning', 'Natural Language Processing']",3
978,DATA SCIENTIST,100000-119999,data_scientist,"['Statistical Software', 'Hive', 'Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'Hadoop', 'R', 'SDLC', 'SAS', 'Tableau', 'T-SQL', 'SPSS', 'Python', 'Data Science']",14
979,Data Scientist / Machine Learning Developer,100000-119999,data_scientist,"['Embedded Software', 'Machine Learning', 'C/C++', 'C#', 'Data Mining', 'Marketing', '.Net', 'Python', 'Signal Processing']",9
980,Data Scientist,100000-119999,data_scientist,"['Big Data', 'Data Mining', 'Hadoop', 'R', 'SAS', 'Python', 'Microsoft Office']",7
981,"Sr. Associate, NLP, Data Scientist",100000-119999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
982,"Supply Chain Data Scientist, Senior",100000-119999,data_scientist,"['AI', 'Machine Learning', 'Lean Manufacturing', 'Tableau', 'Splunk', 'Natural Language Processing', 'Angular', 'Docker', 'Six Sigma Certification', 'Python']",10
983,Senior Data Scientist - (R&D),100000-119999,data_scientist,"['Statistical Software', 'AI', 'Machine Learning', 'R', 'SAS', 'Natural Language Processing', 'SPSS', 'Business Analysis', 'Python']",9
984,"Research Scientist, Machine Learning and Intelligence",100000-119999,data_scientist,"['Natural Language Processing', 'AI', 'Data Mining', 'Machine Learning', 'Image Processing', 'C/C++', 'Python']",7
985,"Research Scientist, Machine Learning and Intelligence",100000-119999,data_scientist,"['Natural Language Processing', 'AI', 'Data Mining', 'Machine Learning', 'Image Processing', 'C/C++', 'Python']",7
986,Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'Python', 'SQL']",5
987,Data Scientist,100000-119999,data_scientist,"['Hadoop', 'AWS']",2
988,Senior Data Scientist - Product,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Project Management', 'R', 'Google Cloud Platform', 'Azure', 'SQL', 'Tableau', 'Python', 'Data Science', 'AWS']",11
989,Data Scientist active TS/SCI with Polygraph,100000-119999,data_scientist,"['STATA', 'TS/SCI Clearance', 'SPSS', 'R', 'Excel']",5
990,Research Scientist - Applied Machine Learning,100000-119999,data_scientist,,0
991,"Associate Data Scientist, Premium Analytics",120000-139999,data_scientist,"['SPSS', 'Data Analysis', 'Hadoop', 'R', 'SAS', 'Python', 'SQL', 'Minitab']",8
992,Data Scientist University Grad,120000-139999,data_scientist,"['Java', 'JavaScript', 'Linux', 'Hadoop', 'Network', 'Python', 'C/C++', 'SQL']",8
993,Data Scientist University Grad,120000-139999,data_scientist,"['Linux', 'Machine Learning', 'R', 'Weka', 'Statisical Analysis', 'CI/CD', 'C/C++', 'Java', 'Software Development', 'MATLAB', 'Python']",11
994,"Data Scientist, Google Cloud, Revenue Acceleration",120000-139999,data_scientist,"['TensorFlow', 'Statistical Software', 'Machine Learning', 'Google Cloud Platform', 'R', 'SQL', 'MATLAB', 'Python']",8
995,ASSOCIATE DATA SCIENTIST,120000-139999,data_scientist,"['Spark', 'Machine Learning', 'NoSQL', 'Hadoop', 'REST', 'Scripting', 'R', 'Python', 'SQL']",9
996,Data Scientist,120000-139999,data_scientist,"['Java', 'R', 'Scala', 'Perl', 'CI/CD', 'Oracle', 'Python', 'Clojure', 'C/C++']",9
997,Data Scientist University Grad,120000-139999,data_scientist,"['Linux', 'Machine Learning', 'R', 'Weka', 'Statisical Analysis', 'CI/CD', 'C/C++', 'Java', 'Software Development', 'MATLAB', 'Python']",11
998,Data Scientist - Quip,120000-139999,data_scientist,"['Business Intelligence', 'SQL']",2
999,Image Data Scientist,120000-139999,data_scientist,"['MATLAB', 'Image Processing']",2
1000,Data Scientist/Machine Learning Trainee,120000-139999,data_scientist,"['TensorFlow', 'Hive', 'Spark', 'Machine Learning', 'R', 'Python']",6
1001,Data Scientist,120000-139999,data_scientist,"['Pig', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Perl', 'SQL', 'Big Data', 'Spark', 'Data Analysis', 'Python']",12
1002,Data Scientist - Risk,120000-139999,data_scientist,"['Big Data', 'Hive', 'Data Mining', 'Machine Learning', 'Python', 'SQL']",6
1003,Data Scientist II,120000-139999,data_scientist,"['R', 'SAS', 'Python', 'Microsoft Office']",4
1004,Data Scientist,120000-139999,data_scientist,"['JavaScript', 'AI', 'Machine Learning', 'CSS', 'Python', 'HTML5']",6
1005,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'SQL', 'Tableau', 'Splunk', 'Java', 'Docker', 'MATLAB', 'Python']",9
1006,Data Scientist 2,120000-139999,data_scientist,"['.Net', 'Java', 'C#', 'Data Warehouse', 'Scripting', 'Azure']",6
1007,Students Seeking Data Scientist Full Time Employment,120000-139999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Scala', 'R', 'C/C++', 'SQL', 'Java', 'NoSQL', 'Python', 'Data Science']",11
1008,"Data Scientist, Junior",120000-139999,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'R', 'C/C++', 'Excel', 'Splunk', 'Big Data', 'STATA', 'Natural Language Processing', 'SPSS', 'MATLAB', 'Statistical Software', 'Data Mining', 'Scripting', 'Hadoop', 'SAS', 'HBase', 'Tableau', 'Microsoft Access']",20
1009,Data Scientist,120000-139999,data_scientist,"['Java', 'JavaScript', 'Statistical Software', 'Machine Learning', 'SPSS', 'Scala', 'R', 'MATLAB', 'SAS', 'Python']",10
1010,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'Kafka', 'R', 'Scala', 'SQL', 'Predictive Analytics', 'Martech', 'Spark', 'Python', 'Data Science']",11
1011,Data Scientist,120000-139999,data_scientist,"['Spark', 'Hadoop']",2
1012,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Machine Learning', 'Google Cloud Platform', 'R', 'Scala', 'MATLAB', 'Python']",7
1013,"Data Scientist, Cash App",120000-139999,data_scientist,"['TensorFlow', 'Java', 'AI', 'MySQL', 'Machine Learning', 'Python', 'AWS', 'Tableau']",8
1014,Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'SAS', 'CAD Software', 'C/C++', 'Big Data', 'Java', '.Net', 'MongoDB', 'Spark', 'C#', 'Python']",15
1015,Data Scientist / ML Developer,120000-139999,data_scientist,"['Machine Learning', 'R', 'Oracle', 'SAS', 'Java', 'MATLAB']",6
1016,Mass Spectrometry Data Scientist,120000-139999,data_scientist,,0
1017,"Data Scientist, Seller",120000-139999,data_scientist,"['Linux', 'Machine Learning', 'Git', 'Software Development', 'Mac OS', 'Python', 'SQL']",7
1018,New Graduate Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'R', 'Lean', 'SQL', 'Java', 'Big Data', 'Spark', 'Python', 'Signal Processing']",11
1019,Sr. Data Scientist,120000-139999,data_scientist,"['Pig', 'TensorFlow', 'Hive', 'Machine Learning', 'R', 'Weka', 'SQL', 'PostgreSQL', 'MATLAB', 'Python', 'AWS']",11
1020,"Data Scientist, Junior",120000-139999,data_scientist,"['Machine Learning', 'Scripting', 'Hadoop', 'Tableau', 'Splunk', 'Big Data', 'Design Experience', 'Docker', 'Python']",9
1021,Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scripting', 'SAP', 'SQL', 'Big Data', 'Natural Language Processing', 'S3', 'Spark', 'Shell Scripting', 'Python', 'Elasticsearch']",14
1022,Data Scientist - Innovation Lab,120000-139999,data_scientist,"['Data Mining', 'Spark', 'Machine Learning', 'Python', 'SQL']",5
1023,Data Scientist,120000-139999,data_scientist,"['Hadoop', 'HTML5', 'Spark', 'LAMP Stack', 'NoSQL', 'REST', 'CSS']",7
1024,Senior Data Scientist,120000-139999,data_scientist,"['InVision', 'Quantitative Analysis', 'Design Experience', 'R', 'Python', 'SQL']",6
1025,Data Scientist,120000-139999,data_scientist,"['Scripting', 'R', 'SAS', 'SQL', 'Big Data', 'Python', 'Data Science', 'AWS']",8
1026,"Data Scientist - Autonomous Buildings - Austin, TX",120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'Big Data', 'Spark', 'MATLAB', 'Python']",7
1027,"Data Scientist, Global Premium Services",120000-139999,data_scientist,"['Big Data', 'TensorFlow', 'Machine Learning', 'Marketing', 'R', 'Python', 'SQL']",7
1028,"Senior Data Scientist, Sales",120000-139999,data_scientist,"['InVision', 'Design Experience', 'R', 'Python', 'SQL', 'Tableau']",6
1029,Junior Data Scientist,120000-139999,data_scientist,"['Java', 'AI', 'Machine Learning']",3
1030,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Data Analysis', 'R', 'SQL']",4
1031,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Azure', 'Python', 'AWS']",5
1032,Data Scientist,120000-139999,data_scientist,"['Natural Language Processing', 'Python']",2
1033,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'TS/SCI Clearance', 'R', 'Statisical Analysis', 'Tableau', 'Splunk', 'Docker', 'MATLAB', 'Python']",9
1034,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Azure', 'C/C++', 'Natural Language Processing', 'MySQL', 'Jenkins', 'Data Mining', 'Time Management', 'Hadoop', 'SAS', 'CI/CD', 'Teradata', 'Java', 'Angular', 'Spark', 'Docker', 'NoSQL', 'Python', 'AWS']",20
1035,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'Kafka', 'R', 'Scala', 'SQL', 'Predictive Analytics', 'Martech', 'Spark', 'Python', 'Data Science']",11
1036,Data Scientist,120000-139999,data_scientist,"['AI', 'CI', 'Machine Learning']",3
1037,Data Scientist (2400 NASA Parkway),120000-139999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'SQL', 'STATA', 'SPSS', 'Python', 'Data Science']",10
1038,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'R', 'SAS', 'Python']",4
1039,Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Experimental Design', 'Hadoop', 'R', 'Image Processing', 'Natural Language Processing', 'Analysis Skills', 'Python']",10
1040,Data Scientist,120000-139999,data_scientist,"['Spark', 'Git', 'SSH', 'R', 'Python', 'SQL', 'SVN']",7
1041,Data Scientist - Experiences & Rentals,120000-139999,data_scientist,"['Natural Language Processing', 'Hive', 'Spark', 'Machine Learning', 'Image Processing', 'Python', 'SQL']",7
1042,Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Big Data', 'Spark', 'Data Warehouse', 'Python', 'Supply Chain Experience', 'AWS']",10
1043,Data Scientist,120000-139999,data_scientist,"['Pig', 'AI', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'SQL', 'HBase', 'Cassandra', 'Spark', 'NoSQL', 'Data Analysis', 'Python']",15
1044,Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Hadoop', 'Scala', 'SQL', 'Spark', 'Python']",6
1045,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Image Processing', 'Python', 'SQL']",6
1046,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'C/C++', 'Splunk', 'MATLAB', 'Quantitative Analysis', 'TS/SCI Clearance', 'Scripting', 'Microsoft Office', 'Tableau', 'Microsoft Access', 'Java', 'Docker', 'Python']",14
1047,Research Data Scientist,120000-139999,data_scientist,"['Linux', 'Machine Learning', 'Software Development', 'MATLAB', 'R', 'Python', 'GIS']",7
1048,Data Scientist,120000-139999,data_scientist,"['Design Patterns', 'AI', 'Machine Learning', 'R', 'SQL', 'Confluence', 'Design Experience', 'Git', 'Python', 'Jira']",10
1049,Data Scientist - MediaMonitors,120000-139999,data_scientist,"['JavaScript', 'TensorFlow', 'Microsoft SQL Server', 'Machine Learning', 'R', 'Google Cloud Platform', 'Tableau', '.Net', 'C#', 'Python', 'Elasticsearch', 'AWS']",12
1050,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SAS', 'SQL', 'STATA', 'SPSS', 'Python']",9
1051,DATA SCIENTIST,120000-139999,data_scientist,"['Linux', 'AI', 'Machine Learning', 'Hadoop', 'R', 'Azure', 'SQL', 'Spark', 'Git', 'NoSQL', 'REST', 'Shell Scripting', 'Python', 'Data Science', 'AWS']",15
1052,Data Scientist,120000-139999,data_scientist,"['Performance Marketing', 'Data Mining', 'Machine Learning', 'R', 'SQL', 'Spark', 'Python']",7
1053,"Data Scientist, Infrastructure Strategy, Intern",120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'Perl', 'C/C++', 'SQL', 'Java', 'Python', 'PHP']",9
1054,"Data Scientist, Markets Research",120000-139999,data_scientist,"['Java', 'Big Data', 'Spark', 'Hadoop', 'R', 'Scala', 'Python', 'SQL']",8
1055,Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Big Data', 'Spark', 'Data Warehouse', 'Python', 'Supply Chain Experience', 'AWS']",10
1056,Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Big Data', 'Spark', 'Data Warehouse', 'Python', 'Supply Chain Experience', 'AWS']",10
1057,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Python']",3
1058,Data Scientist - Statistician,120000-139999,data_scientist,"['Machine Learning', 'Experimental Design']",2
1059,Data Scientist Others,120000-139999,data_scientist,"['Data Management', 'SPSS', 'R', 'SAS', 'Python']",5
1060,"HBO Data Scientist, Content Science",120000-139999,data_scientist,"['Machine Learning', 'R', 'Image Processing', 'Python']",4
1061,Data Scientist,120000-139999,data_scientist,"['Statistical Software', 'Hive', 'Quantitative Analysis', 'Data Mining', 'Hadoop', 'Scripting', 'Perl', 'R', 'Oracle', 'SAS', 'SQL', 'MySQL', 'Python', 'PHP']",14
1062,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Marketing', 'R', 'Python', 'Data Science', 'SQL']",6
1063,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Scala', 'SQL', 'Python']",5
1064,Data Scientist,120000-139999,data_scientist,"['AI', 'Machine Learning', 'R', 'Python']",4
1065,"Data Scientist, Digital",120000-139999,data_scientist,"['TensorFlow', 'Hive', 'Data Mining', 'Machine Learning', 'Scripting', 'R', 'Weka', 'Scala', 'SQL', 'HBase', 'Cassandra', 'MongoDB', 'Spark', 'NoSQL', 'MATLAB', 'Python']",16
1066,Data Scientist - Seattle,120000-139999,data_scientist,"['Business Intelligence', 'Data Mining', 'Hadoop', 'R', 'Scala', 'C/C++', 'SQL', 'Tableau', 'Java', 'Business Analysis', 'Python']",11
1067,Data Scientist,120000-139999,data_scientist,"['Pig', 'Hive', 'Data Mining', 'Machine Learning', 'Scala', 'C/C++', 'SQL', 'Java', 'Predictive Analytics', 'Spark', 'NoSQL', 'Python']",12
1068,Data Scientist,120000-139999,data_scientist,"['Tomcat', 'Machine Learning', 'Azure', 'C/C++', '.Net', 'Java', 'Splunk', 'iOS', 'C#', 'Python', 'TCP/IP', 'TCP', 'AWS']",13
1069,Data Scientist,120000-139999,data_scientist,"['Pig', 'Hive', 'Hadoop', 'R', 'MATLAB', 'SAS', 'Python', 'SQL', 'PHP']",9
1070,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'NoSQL', 'Hadoop', 'R', 'MATLAB', 'Python', 'SQL']",7
1071,Capacity Planning Data Scientist,120000-139999,data_scientist,"['Linux', 'R', 'Oracle', 'Python']",4
1072,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'SQL', 'Tableau', 'Splunk', 'Java', 'Natural Language Processing', 'Docker', 'NoSQL', 'Python']",10
1073,Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Network', 'Azure', 'Data Science', 'Python', 'AWS']",8
1074,Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'SAS', 'CAD Software', 'C/C++', 'Big Data', 'Java', '.Net', 'MongoDB', 'Spark', 'C#', 'Python']",15
1075,Data Scientist,120000-139999,data_scientist,"['R', 'SAS', 'SQL', 'Python']",4
1076,Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'Python', 'SQL']",7
1077,Biological Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'C/C++', 'Java', 'Python']",5
1078,Data Scientist I,120000-139999,data_scientist,"['Machine Learning', 'Python']",2
1079,Data Scientist I,120000-139999,data_scientist,"['Machine Learning', 'Python']",2
1080,"Data Scientist, Junior",120000-139999,data_scientist,"['Data Mining', 'TS/SCI Clearance', 'Tableau', 'Splunk', 'Big Data', 'Spark', 'Docker', 'Data Analysis', 'Data Science']",9
1081,"Data Scientist, Junior",120000-139999,data_scientist,"['Data Mining', 'TS/SCI Clearance', 'Tableau', 'Splunk', 'Big Data', 'Spark', 'Docker', 'Data Analysis', 'Data Science']",9
1082,"Data Scientist, Junior",120000-139999,data_scientist,"['Data Mining', 'TS/SCI Clearance', 'Tableau', 'Splunk', 'Big Data', 'Spark', 'Docker', 'Data Analysis', 'Data Science']",9
1083,"Data Scientist, Junior",120000-139999,data_scientist,"['Data Mining', 'TS/SCI Clearance', 'Tableau', 'Splunk', 'Big Data', 'Spark', 'Docker', 'Data Analysis', 'Data Science']",9
1084,Data Scientist,120000-139999,data_scientist,"['Big Data', 'Java', 'Time Management', 'R', 'Scala', 'SAS', 'Python', 'SQL', 'AWS']",9
1085,Data Scientist,120000-139999,data_scientist,"['Java', 'Natural Language Processing', 'Machine Learning', 'Scala']",4
1086,Data Scientist,120000-139999,data_scientist,"['JavaScript', 'Data Mining', 'Machine Learning', 'R', 'Kafka', 'SQL', 'Predictive Analytics', 'Data Warehouse', 'Docker', 'NoSQL', 'Python']",11
1087,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'Lean', 'Tableau', 'MATLAB', 'Python']",9
1088,Data Scientist - Predictive Analytics,120000-139999,data_scientist,"['AI', 'Machine Learning', 'Hadoop', 'R', 'Scala', 'Big Data', 'Java', '.Net', 'Predictive Analytics', 'Spark', 'C#', 'Python', 'OOP']",13
1089,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'Image Processing', 'SAS', 'SQL', 'Java', 'CI', 'Git', 'Docker', 'Python', 'Data Science']",12
1090,"HBO Data Scientist, Applied Analytics",120000-139999,data_scientist,"['Microsoft Powerpoint', 'Machine Learning', 'R', 'SAS', 'SQL']",5
1091,Data Scientist,120000-139999,data_scientist,"['Natural Language Processing', 'Machine Learning', 'Python']",3
1092,Senior Data Scientist,120000-139999,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'Weka', 'Scala', 'SQL', 'Splunk', 'Java', 'STATA', 'Spark', 'MATLAB', 'Python']",14
1093,"Data Scientist, Ads and Commerce",120000-139999,data_scientist,"['Statistical Software', 'Data Analysis', 'Scripting', 'R', 'SAS', 'Leadership Experience', 'Python']",7
1094,Data Scientist,120000-139999,data_scientist,"['AI', 'Predictive Analytics', 'Data Mining', 'Machine Learning']",4
1095,Sr. Data Scientist,120000-139999,data_scientist,"['Pig', 'Hive', 'Spark', 'Machine Learning', 'R', 'Python', 'Apache']",7
1096,Data Scientist,120000-139999,data_scientist,"['Big Data', 'Hive', 'Data Mining', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'Statisical Analysis', 'Python', 'Data Science']",11
1097,Data Scientist - Contract,120000-139999,data_scientist,"['TensorFlow', 'Machine Learning']",2
1098,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'MATLAB', 'Image Processing', 'Python', 'C/C++', 'Fortran']",6
1099,Data Scientist,120000-139999,data_scientist,"['Java', 'Natural Language Processing', 'Machine Learning', 'Scala']",4
1100,Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Linux', 'AI', 'Machine Learning', 'Scripting', 'Hadoop', 'R', 'Scala', 'Kafka', 'C/C++', 'JSON', 'Java', 'Spark', 'Kubernetes', 'Docker', 'NoSQL', 'Python']",17
1101,Data Scientist,120000-139999,data_scientist,"['Spark', 'Data Analysis', 'R', 'MATLAB']",4
1102,Data Scientist / Software Developer,120000-139999,data_scientist,"['Java', '.Net', 'C#', 'Machine Learning', 'R', 'MATLAB', 'Python', 'C/C++']",8
1103,Data Scientist,120000-139999,data_scientist,"['Linux', 'Data Mining', 'Machine Learning', 'Data Management', 'Scripting', 'R', 'Perl', 'SAS', 'Shell Scripting', 'MATLAB', 'Data Science', 'Python']",12
1104,Data Scientist - Healthcare,120000-139999,data_scientist,"['Java', 'AI', 'MATLAB', 'Python']",4
1105,Data Scientist,120000-139999,data_scientist,"['SPSS', 'R', 'SAS', 'Python', 'SQL', 'Tableau']",6
1106,"Data Scientist, Online",120000-139999,data_scientist,"['TensorFlow', 'AI', 'Data Mining', 'Machine Learning', 'R', 'Google Cloud Platform', 'Image Processing', 'SQL', 'Natural Language Processing', 'NoSQL']",10
1107,2019 PhD Data Scientist Internship - UberEverything,120000-139999,data_scientist,"['Machine Learning', 'R', 'Python', 'SQL']",4
1108,Data Scientist,120000-139999,data_scientist,"['Microsoft SQL Server', 'Data Mining', 'Hadoop', 'Weka', 'R', 'Oracle', 'SAS', 'HBase', 'SQL', 'Node.js', 'React', 'MySQL', 'MATLAB', 'DB2']",14
1109,Data Scientist 2,120000-139999,data_scientist,"['R', 'SAS', 'Python', 'Microsoft Office', 'SQL', 'Tableau']",6
1110,NLP Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Java', 'Natural Language Processing', 'Python']",4
1111,Data Scientist,120000-139999,data_scientist,"['R', 'Python']",2
1112,Data Scientist,120000-139999,data_scientist,"['Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'Natural Language Processing', 'MongoDB', 'NoSQL', 'Data Science', 'Python']",11
1113,Data Scientist / Quantitative Researcher â€“ High Frequency Fu...,120000-139999,data_scientist,"['Machine Learning', 'R', 'MATLAB', 'Python']",4
1114,Data Scientist I,120000-139999,data_scientist,"['Natural Language Processing', 'R', 'Google Cloud Platform', 'Python', 'AWS']",5
1115,Genomics Data Scientist,120000-139999,data_scientist,"['R', 'Python', 'Bioinformatics']",3
1116,Data Scientist,120000-139999,data_scientist,"['JavaScript', 'TensorFlow', '.Net', 'Machine Learning', 'R', 'Google Cloud Platform', 'Python', 'Data Science']",8
1117,Data Scientist,120000-139999,data_scientist,"['Java', 'Natural Language Processing', 'Machine Learning', 'NoSQL', 'R', 'Python', 'SQL']",7
1118,Data Scientist,120000-139999,data_scientist,"['Data Warehouse', 'Informatica', 'Data Analysis', 'SQL']",4
1119,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'QlikView', 'Hadoop', 'R', 'Python', 'Web Development', 'SQL', 'Tableau']",8
1120,Data Scientist - Ingenuity,120000-139999,data_scientist,"['SPSS', 'R', 'SAS']",3
1121,DATA SCIENTIST,120000-139999,data_scientist,"['Hive', 'Martech', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Doubleclick', 'Python', 'AWS']",9
1122,Data Scientist - 1-800 Radiator,120000-139999,data_scientist,"['Machine Learning', 'R', 'Scala', 'Python', 'SQL', 'AWS']",6
1123,Data Scientist: Applied Machine Learning and Advertising Mod...,120000-139999,data_scientist,"['TensorFlow', 'Pig', 'AI', 'Spark', 'Machine Learning', 'Hadoop', 'Scala', 'R', 'Python', 'AWS']",10
1124,Data Scientist,120000-139999,data_scientist,"['Business Intelligence', 'Data Mining', 'Machine Learning', 'Hadoop', 'SAS', 'C/C++', 'SQL', 'Big Data', 'Java', 'MATLAB']",10
1125,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Python']",2
1126,Data Scientist,120000-139999,data_scientist,"['iOS', 'Machine Learning']",2
1127,"Data Scientist, Path Forward Returnship",120000-139999,data_scientist,"['Hive', 'Quantitative Analysis', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Kafka', 'C/C++', 'HBase', 'Java', 'Big Data', 'Spark', 'Python']",13
1128,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'SQL', 'Natural Language Processing', 'Spark', 'Unit Testing', 'Python']",8
1129,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Python']",3
1130,Data Scientist,120000-139999,data_scientist,"['Java', 'Natural Language Processing', 'AI', 'Machine Learning', 'Software Development', 'NoSQL', 'R', 'Google Cloud Platform', 'Python', 'Tableau', 'AWS']",11
1131,Data Scientist,120000-139999,data_scientist,"['Microsoft SQL Server', 'Data Mining', 'Hadoop', 'Weka', 'R', 'Oracle', 'SAS', 'HBase', 'SQL', 'Node.js', 'React', 'MySQL', 'MATLAB', 'DB2']",14
1132,Data Scientist,120000-139999,data_scientist,"['Microsoft Powerpoint', 'SAS', 'SQL', 'Excel', 'Microsoft Word']",5
1133,Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Pig', 'Hive', 'Machine Learning', 'Azure', 'R', 'SQL', 'Natural Language Processing', 'MySQL', 'MATLAB', 'AI', 'Data Mining', 'Scripting', 'Weka', 'Image Processing', 'Oracle', 'HBase', 'Tableau', 'Cassandra', 'MongoDB']",20
1134,Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Pig', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'Big Data', 'Java', 'Spark', 'NoSQL', 'Python', 'Adobe Marketing']",14
1135,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Epic', 'Machine Learning', 'Azure', 'R', 'SAS', 'Python']",7
1136,Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'Tableau', 'Big Data', 'Spark', 'NoSQL', 'MATLAB', 'Python', 'AWS']",13
1137,Sr. Data Scientist,120000-139999,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Hadoop', 'Scala', 'Google Cloud Platform', 'Kafka', 'HBase', 'SQL', 'Big Data', 'Java', 'Spark', 'NoSQL', 'Python']",14
1138,Data Scientist,120000-139999,data_scientist,"['Microsoft Powerpoint', 'R', 'Marketing', 'SAS', 'Microsoft Office', 'Tableau', 'Python']",7
1139,Data Scientist - Rider Growth,120000-139999,data_scientist,"['Quantitative Analysis', 'R', 'Python', 'SQL']",4
1140,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Project Management']",2
1141,"Data Scientist â€“ Secureworks - Atlanta, GA",120000-139999,data_scientist,"['Machine Learning', 'Malware Analysis', 'R', 'Scala', 'Python']",5
1142,Data Scientist I,120000-139999,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'SQL', 'Spark']",5
